lcl|CP094940.1_prot_UOM46721.1_1	K02313
lcl|CP094940.1_prot_UOM45037.1_3228	K07146
lcl|CP094940.1_prot_UOM45038.1_3229	K02517
lcl|CP094940.1_prot_UOM45038.1_3229	K12974
lcl|CP094940.1_prot_UOM45039.1_3230	K08161
lcl|CP094940.1_prot_UOM45040.1_3231	K12147
lcl|CP094940.1_prot_UOM45042.1_3233	K03669
lcl|CP094940.1_prot_UOM45043.1_3234	K03670
lcl|CP094940.1_prot_UOM45044.1_3235	K11941
lcl|CP094940.1_prot_UOM45045.1_3236	K16138
lcl|CP094940.1_prot_UOM45049.1_3240	K04477
lcl|CP094940.1_prot_UOM45050.1_3241	K12972
lcl|CP094940.1_prot_UOM45051.1_3242	K01476
lcl|CP094940.1_prot_UOM45054.1_3245	K06911
lcl|CP094940.1_prot_UOM45056.1_3247	K03673
lcl|CP094940.1_prot_UOM45057.1_3248	K06217
lcl|CP094940.1_prot_UOM45058.1_3249	K16301
lcl|CP094940.1_prot_UOM45059.1_3250	K07224
lcl|CP094940.1_prot_UOM45060.1_3251	K07243
lcl|CP094940.1_prot_UOM45061.1_3252	K03317
lcl|CP094940.1_prot_UOM45061.1_3252	K11535
lcl|CP094940.1_prot_UOM45063.1_3254	K11928
lcl|CP094940.1_prot_UOM45064.1_3255	K13821
lcl|CP094940.1_prot_UOM45067.1_3258	K09017
lcl|CP094940.1_prot_UOM45068.1_3259	K09018
lcl|CP094940.1_prot_UOM45069.1_3260	K09020
lcl|CP094940.1_prot_UOM45070.1_3261	K09021
lcl|CP094940.1_prot_UOM45070.1_3261	K09022
lcl|CP094940.1_prot_UOM45071.1_3262	K00627
lcl|CP094940.1_prot_UOM45071.1_3262	K09023
lcl|CP094940.1_prot_UOM45072.1_3263	K09019
lcl|CP094940.1_prot_UOM45073.1_3264	K09024
lcl|CP094940.1_prot_UOM45074.1_3265	K02824
lcl|CP094940.1_prot_UOM45074.1_3265	K09016
lcl|CP094940.1_prot_UOM45076.1_3267	K06884
lcl|CP094940.1_prot_UOM45078.1_3269	K03809
lcl|CP094940.1_prot_UOM45080.1_3271	K01085
lcl|CP094940.1_prot_UOM45082.1_3273	K07124
lcl|CP094940.1_prot_UOM45085.1_3276	K14052
lcl|CP094940.1_prot_UOM45086.1_3277	K01915
lcl|CP094940.1_prot_UOM45086.1_3277	K09470
lcl|CP094940.1_prot_UOM45087.1_3278	K07010
lcl|CP094940.1_prot_UOM45087.1_3278	K09473
lcl|CP094940.1_prot_UOM45088.1_3279	K14056
lcl|CP094940.1_prot_UOM49240.1_3280	K00128
lcl|CP094940.1_prot_UOM49240.1_3280	K09472
lcl|CP094940.1_prot_UOM45089.1_3281	K09471
lcl|CP094940.1_prot_UOM45090.1_3282	K16135
lcl|CP094940.1_prot_UOM45091.1_3283	K07246
lcl|CP094940.1_prot_UOM45092.1_3284	K03451
lcl|CP094940.1_prot_UOM45093.1_3285	K00499
lcl|CP094940.1_prot_UOM45093.1_3285	K22443
lcl|CP094940.1_prot_UOM45094.1_3286	K00135
lcl|CP094940.1_prot_UOM45095.1_3287	K07006
lcl|CP094940.1_prot_UOM45095.1_3287	K22444
lcl|CP094940.1_prot_MUB43_16730_3290	K13244
lcl|CP094940.1_prot_UOM45097.1_3291	K15580
lcl|CP094940.1_prot_UOM45098.1_3292	K19416
lcl|CP094940.1_prot_UOM45099.1_3293	K11179
lcl|CP094940.1_prot_UOM45100.1_3294	K01512
lcl|CP094940.1_prot_UOM45102.1_3296	K06910
lcl|CP094940.1_prot_UOM45103.1_3297	K06969
lcl|CP094940.1_prot_UOM45104.1_3298	K11940
lcl|CP094940.1_prot_UOM45106.1_3300	K16703
lcl|CP094940.1_prot_UOM45107.1_3301	K12542
lcl|CP094940.1_prot_UOM45108.1_3302	K12541
lcl|CP094940.1_prot_UOM45109.1_3303	K12543
lcl|CP094940.1_prot_UOM45111.1_3305	K06929
lcl|CP094940.1_prot_UOM45112.1_3306	K01734
lcl|CP094940.1_prot_UOM45113.1_3307	K03658
lcl|CP094940.1_prot_UOM45116.1_3310	K07343
lcl|CP094940.1_prot_UOM45117.1_3311	K13053
lcl|CP094940.1_prot_UOM45118.1_3312	K03286
lcl|CP094940.1_prot_UOM45119.1_3313	K09911
lcl|CP094940.1_prot_UOM45120.1_3314	K04770
lcl|CP094940.1_prot_UOM45121.1_3315	K01716
lcl|CP094940.1_prot_UOM45122.1_3316	K03812
lcl|CP094940.1_prot_UOM45123.1_3317	K09857
lcl|CP094940.1_prot_UOM45124.1_3318	K06192
lcl|CP094940.1_prot_UOM45125.1_3319	K03808
lcl|CP094940.1_prot_UOM45126.1_3320	K15738
lcl|CP094940.1_prot_UOM45127.1_3321	K12297
lcl|CP094940.1_prot_UOM45128.1_3322	K07140
lcl|CP094940.1_prot_UOM45129.1_3323	K18657
lcl|CP094940.1_prot_UOM45130.1_3324	K00254
lcl|CP094940.1_prot_UOM45131.1_3325	K00299
lcl|CP094940.1_prot_MUB43_16915_3326	K15553
lcl|CP094940.1_prot_UOM45132.1_3327	K04091
lcl|CP094940.1_prot_UOM45133.1_3328	K02050
lcl|CP094940.1_prot_UOM45133.1_3328	K15554
lcl|CP094940.1_prot_UOM45133.1_3328	K15599
lcl|CP094940.1_prot_UOM45134.1_3329	K15555
lcl|CP094940.1_prot_UOM45135.1_3330	K01256
lcl|CP094940.1_prot_UOM45136.1_3331	K00763
lcl|CP094940.1_prot_UOM45138.1_3333	K06016
lcl|CP094940.1_prot_UOM45139.1_3334	K03837
lcl|CP094940.1_prot_UOM49241.1_3335	K01751
lcl|CP094940.1_prot_UOM45140.1_3337	K01893
lcl|CP094940.1_prot_UOM49243.1_3338	K09475
lcl|CP094940.1_prot_UOM49243.1_3338	K09476
lcl|CP094940.1_prot_UOM49243.1_3338	K11929
lcl|CP094940.1_prot_UOM49243.1_3338	K14062
lcl|CP094940.1_prot_UOM45141.1_3339	K00813
lcl|CP094940.1_prot_UOM45141.1_3339	K00832
lcl|CP094940.1_prot_UOM45142.1_3340	K01069
lcl|CP094940.1_prot_UOM45143.1_3342	K21470
lcl|CP094940.1_prot_UOM45144.1_3343	K03632
lcl|CP094940.1_prot_UOM45145.1_3344	K03804
lcl|CP094940.1_prot_UOM45146.1_3345	K03633
lcl|CP094940.1_prot_UOM45147.1_3346	K06219
lcl|CP094940.1_prot_UOM45150.1_3349	K00979
lcl|CP094940.1_prot_UOM45151.1_3350	K09791
lcl|CP094940.1_prot_UOM45152.1_3351	K09927
lcl|CP094940.1_prot_UOM45153.1_3352	K00912
lcl|CP094940.1_prot_UOM45154.1_3353	K11085
lcl|CP094940.1_prot_UOM45155.1_3354	K02238
lcl|CP094940.1_prot_UOM45156.1_3355	K05788
lcl|CP094940.1_prot_UOM45157.1_3356	K02945
lcl|CP094940.1_prot_UOM45158.1_3357	K00945
lcl|CP094940.1_prot_UOM45159.1_3358	K00800
lcl|CP094940.1_prot_UOM45160.1_3359	K00831
lcl|CP094940.1_prot_UOM45162.1_3361	K09136
lcl|CP094940.1_prot_UOM45163.1_3362	K06212
lcl|CP094940.1_prot_UOM45164.1_3363	K00656
lcl|CP094940.1_prot_UOM45165.1_3364	K04069
lcl|CP094940.1_prot_UOM45166.1_3365	K08219
lcl|CP094940.1_prot_UOM45167.1_3366	K07308
lcl|CP094940.1_prot_UOM45167.1_3366	K07312
lcl|CP094940.1_prot_UOM45168.1_3367	K07307
lcl|CP094940.1_prot_UOM45169.1_3368	K07306
lcl|CP094940.1_prot_UOM45169.1_3368	K07309
lcl|CP094940.1_prot_UOM45169.1_3368	K08351
lcl|CP094940.1_prot_UOM45170.1_3369	K01875
lcl|CP094940.1_prot_UOM45171.1_3370	K07478
lcl|CP094940.1_prot_UOM45172.1_3371	K03634
lcl|CP094940.1_prot_UOM45173.1_3372	K03466
lcl|CP094940.1_prot_UOM45174.1_3373	K03719
lcl|CP094940.1_prot_UOM45175.1_3374	K00384
lcl|CP094940.1_prot_UOM45176.1_3375	K16013
lcl|CP094940.1_prot_UOM45177.1_3376	K16012
lcl|CP094940.1_prot_UOM45178.1_3377	K00684
lcl|CP094940.1_prot_UOM45179.1_3378	K02518
lcl|CP094940.1_prot_UOM45180.1_3379	K03694
lcl|CP094940.1_prot_UOM45181.1_3380	K06891
lcl|CP094940.1_prot_UOM45182.1_3381	K03704
lcl|CP094940.1_prot_UOM45183.1_3382	K05685
lcl|CP094940.1_prot_MUB43_17200_3383	K13888
lcl|CP094940.1_prot_UOM45184.1_3384	K07459
lcl|CP094940.1_prot_UOM45185.1_3385	K06188
lcl|CP094940.1_prot_UOM45187.1_3387	K05601
lcl|CP094940.1_prot_UOM45188.1_3388	K11933
lcl|CP094940.1_prot_UOM45189.1_3389	K15977
lcl|CP094940.1_prot_UOM45190.1_3390	K00156
lcl|CP094940.1_prot_UOM45190.1_3390	K00158
lcl|CP094940.1_prot_UOM45191.1_3391	K01620
lcl|CP094940.1_prot_UOM45191.1_3391	K20801
lcl|CP094940.1_prot_UOM45194.1_3394	K01447
lcl|CP094940.1_prot_UOM45194.1_3394	K11066
lcl|CP094940.1_prot_UOM45197.1_3397	K10000
lcl|CP094940.1_prot_UOM45198.1_3398	K09996
lcl|CP094940.1_prot_UOM45198.1_3398	K09997
lcl|CP094940.1_prot_UOM45198.1_3398	K10014
lcl|CP094940.1_prot_UOM45199.1_3399	K09999
lcl|CP094940.1_prot_UOM45200.1_3400	K09998
lcl|CP094940.1_prot_UOM45201.1_3401	K09996
lcl|CP094940.1_prot_UOM45201.1_3401	K09997
lcl|CP094940.1_prot_UOM45201.1_3401	K10014
lcl|CP094940.1_prot_UOM45204.1_3404	K03212
lcl|CP094940.1_prot_UOM45206.1_3406	K11070
lcl|CP094940.1_prot_UOM45206.1_3406	K11074
lcl|CP094940.1_prot_UOM45207.1_3407	K11075
lcl|CP094940.1_prot_UOM49245.1_3408	K02052
lcl|CP094940.1_prot_UOM49245.1_3408	K11072
lcl|CP094940.1_prot_UOM49245.1_3408	K11076
lcl|CP094940.1_prot_UOM45208.1_3409	K11073
lcl|CP094940.1_prot_UOM45210.1_3411	K05844
lcl|CP094940.1_prot_UOM45211.1_3412	K10678
lcl|CP094940.1_prot_UOM45211.1_3412	K19285
lcl|CP094940.1_prot_UOM45213.1_3414	K03674
lcl|CP094940.1_prot_UOM45215.1_3416	K07085
lcl|CP094940.1_prot_UOM45218.1_3419	K07757
lcl|CP094940.1_prot_UOM45218.1_3419	K20861
lcl|CP094940.1_prot_UOM45219.1_3420	K08160
lcl|CP094940.1_prot_UOM45220.1_3421	K19302
lcl|CP094940.1_prot_UOM45221.1_3422	K11534
lcl|CP094940.1_prot_UOM49246.1_3423	K07258
lcl|CP094940.1_prot_UOM45223.1_3425	K00799
lcl|CP094940.1_prot_UOM45224.1_3426	K21430
lcl|CP094940.1_prot_UOM49247.1_3427	K19688
lcl|CP094940.1_prot_UOM45225.1_3428	K02532
lcl|CP094940.1_prot_UOM45226.1_3429	K14441
lcl|CP094940.1_prot_UOM45227.1_3430	K13891
lcl|CP094940.1_prot_UOM45228.1_3431	K13890
lcl|CP094940.1_prot_UOM45229.1_3432	K13889
lcl|CP094940.1_prot_UOM45230.1_3433	K02031
lcl|CP094940.1_prot_UOM45230.1_3433	K02032
lcl|CP094940.1_prot_UOM45230.1_3433	K13892
lcl|CP094940.1_prot_UOM45230.1_3433	K13896
lcl|CP094940.1_prot_UOM45230.1_3433	K19229
lcl|CP094940.1_prot_UOM45230.1_3433	K19230
lcl|CP094940.1_prot_UOM45231.1_3434	K01424
lcl|CP094940.1_prot_UOM45231.1_3434	K13051
lcl|CP094940.1_prot_UOM45232.1_3435	K03750
lcl|CP094940.1_prot_UOM45233.1_3436	K03148
lcl|CP094940.1_prot_UOM45233.1_3436	K21029
lcl|CP094940.1_prot_UOM45234.1_3437	K04069
lcl|CP094940.1_prot_UOM45235.1_3438	K00656
lcl|CP094940.1_prot_UOM45236.1_3439	K07757
lcl|CP094940.1_prot_UOM45236.1_3439	K20861
lcl|CP094940.1_prot_UOM45239.1_3442	K07783
lcl|CP094940.1_prot_UOM45239.1_3442	K08191
lcl|CP094940.1_prot_UOM45240.1_3443	K01187
lcl|CP094940.1_prot_UOM45242.1_3446	K16291
lcl|CP094940.1_prot_UOM45242.1_3446	K19234
lcl|CP094940.1_prot_UOM45242.1_3446	K19235
lcl|CP094940.1_prot_UOM45242.1_3446	K19236
lcl|CP094940.1_prot_UOM45243.1_3447	K03489
lcl|CP094940.1_prot_UOM45243.1_3447	K03492
lcl|CP094940.1_prot_UOM45244.1_3448	K01223
lcl|CP094940.1_prot_UOM45244.1_3448	K05350
lcl|CP094940.1_prot_UOM45246.1_3450	K11924
lcl|CP094940.1_prot_UOM45248.1_3452	K19353
lcl|CP094940.1_prot_UOM45249.1_3453	K11934
lcl|CP094940.1_prot_UOM45250.1_3454	K11939
lcl|CP094940.1_prot_UOM45251.1_3455	K04047
lcl|CP094940.1_prot_UOM45252.1_3456	K02030
lcl|CP094940.1_prot_UOM45252.1_3456	K10036
lcl|CP094940.1_prot_UOM45253.1_3457	K10037
lcl|CP094940.1_prot_UOM45254.1_3458	K02028
lcl|CP094940.1_prot_UOM45254.1_3458	K02029
lcl|CP094940.1_prot_UOM45254.1_3458	K10004
lcl|CP094940.1_prot_UOM45254.1_3458	K10010
lcl|CP094940.1_prot_UOM45254.1_3458	K10038
lcl|CP094940.1_prot_UOM45255.1_3459	K22044
lcl|CP094940.1_prot_UOM45256.1_3460	K06970
lcl|CP094940.1_prot_UOM45258.1_3462	K13650
lcl|CP094940.1_prot_UOM45260.1_3464	K12151
lcl|CP094940.1_prot_UOM45262.1_3466	K03722
lcl|CP094940.1_prot_UOM45263.1_3467	K11927
lcl|CP094940.1_prot_UOM45264.1_3468	K00615
lcl|CP094940.1_prot_UOM45265.1_3469	K00615
lcl|CP094940.1_prot_UOM45267.1_3471	K03535
lcl|CP094940.1_prot_UOM45269.1_3473	K03566
lcl|CP094940.1_prot_UOM45271.1_3475	K01993
lcl|CP094940.1_prot_UOM45272.1_3476	K01990
lcl|CP094940.1_prot_UOM45273.1_3477	K01992
lcl|CP094940.1_prot_UOM45274.1_3478	K01992
lcl|CP094940.1_prot_UOM45277.1_3481	K06131
lcl|CP094940.1_prot_UOM45278.1_3482	K07027
lcl|CP094940.1_prot_UOM45279.1_3483	K06890
lcl|CP094940.1_prot_UOM45280.1_3484	K03635
lcl|CP094940.1_prot_UOM45281.1_3485	K03636
lcl|CP094940.1_prot_UOM45282.1_3486	K03637
lcl|CP094940.1_prot_UOM45283.1_3487	K03638
lcl|CP094940.1_prot_UOM45284.1_3488	K03639
lcl|CP094940.1_prot_UOM45286.1_3490	K03760
lcl|CP094940.1_prot_UOM45286.1_3490	K12975
lcl|CP094940.1_prot_UOM45286.1_3490	K19353
lcl|CP094940.1_prot_UOM45287.1_3491	K07771
lcl|CP094940.1_prot_UOM45288.1_3492	K07643
lcl|CP094940.1_prot_UOM45288.1_3492	K07645
lcl|CP094940.1_prot_UOM45289.1_3493	K03702
lcl|CP094940.1_prot_UOM45291.1_3495	K11963
lcl|CP094940.1_prot_UOM45292.1_3496	K01935
lcl|CP094940.1_prot_UOM45293.1_3497	K02169
lcl|CP094940.1_prot_UOM45294.1_3498	K00652
lcl|CP094940.1_prot_UOM45295.1_3499	K01012
lcl|CP094940.1_prot_UOM45296.1_3500	K00833
lcl|CP094940.1_prot_UOM45297.1_3501	K06910
lcl|CP094940.1_prot_UOM45298.1_3502	K16234
lcl|CP094940.1_prot_UOM45299.1_3503	K01745
lcl|CP094940.1_prot_UOM45300.1_3504	K01712
lcl|CP094940.1_prot_UOM45301.1_3505	K05836
lcl|CP094940.1_prot_UOM45302.1_3506	K01479
lcl|CP094940.1_prot_UOM45302.1_3506	K01480
lcl|CP094940.1_prot_UOM45303.1_3507	K01468
lcl|CP094940.1_prot_UOM45304.1_3508	K01051
lcl|CP094940.1_prot_MUB43_17830_3509	K07483
lcl|CP094940.1_prot_UOM45305.1_3510	K01537
lcl|CP094940.1_prot_UOM45306.1_3511	K11932
lcl|CP094940.1_prot_UOM45308.1_3513	K18138
lcl|CP094940.1_prot_UOM45313.1_3519	K21972
lcl|CP094940.1_prot_UOM45313.1_3519	K22491
lcl|CP094940.1_prot_UOM45314.1_3520	K21973
lcl|CP094940.1_prot_UOM45315.1_3521	K21974
lcl|CP094940.1_prot_UOM45317.1_3523	K21976
lcl|CP094940.1_prot_UOM45318.1_3524	K07404
lcl|CP094940.1_prot_UOM49249.1_3526	K02017
lcl|CP094940.1_prot_UOM45320.1_3527	K02018
lcl|CP094940.1_prot_UOM45321.1_3528	K02020
lcl|CP094940.1_prot_UOM45323.1_3530	K02019
lcl|CP094940.1_prot_UOM45324.1_3531	K02013
lcl|CP094940.1_prot_UOM45324.1_3531	K05776
lcl|CP094940.1_prot_UOM45325.1_3532	K01784
lcl|CP094940.1_prot_UOM45326.1_3533	K00965
lcl|CP094940.1_prot_UOM49250.1_3534	K00849
lcl|CP094940.1_prot_UOM45327.1_3535	K01785
lcl|CP094940.1_prot_UOM45328.1_3536	K01834
lcl|CP094940.1_prot_UOM45329.1_3537	K01626
lcl|CP094940.1_prot_UOM45331.1_3539	K16264
lcl|CP094940.1_prot_UOM45332.1_3540	K03811
lcl|CP094940.1_prot_UOM49251.1_3541	K03517
lcl|CP094940.1_prot_UOM45335.1_3544	K03640
lcl|CP094940.1_prot_UOM49252.1_3545	K03641
lcl|CP094940.1_prot_UOM45336.1_3546	K03646
lcl|CP094940.1_prot_UOM45337.1_3547	K03560
lcl|CP094940.1_prot_UOM45338.1_3548	K03562
lcl|CP094940.1_prot_UOM45339.1_3549	K01075
lcl|CP094940.1_prot_UOM45339.1_3549	K07107
lcl|CP094940.1_prot_UOM45341.1_3551	K00424
lcl|CP094940.1_prot_UOM45342.1_3552	K00426
lcl|CP094940.1_prot_UOM49253.1_3553	K00425
lcl|CP094940.1_prot_UOM45343.1_3554	K01902
lcl|CP094940.1_prot_UOM45344.1_3555	K01903
lcl|CP094940.1_prot_UOM45345.1_3556	K00658
lcl|CP094940.1_prot_UOM45346.1_3557	K00164
lcl|CP094940.1_prot_UOM45347.1_3558	K00240
lcl|CP094940.1_prot_UOM45348.1_3559	K00239
lcl|CP094940.1_prot_UOM45349.1_3560	K00242
lcl|CP094940.1_prot_UOM45350.1_3561	K00241
lcl|CP094940.1_prot_UOM45351.1_3562	K01647
lcl|CP094940.1_prot_UOM45352.1_3563	K05522
lcl|CP094940.1_prot_UOM49254.1_3564	K01304
lcl|CP094940.1_prot_UOM45355.1_3567	K07160
lcl|CP094940.1_prot_UOM45356.1_3568	K01457
lcl|CP094940.1_prot_UOM45356.1_3568	K01941
lcl|CP094940.1_prot_UOM45359.1_3571	K03305
lcl|CP094940.1_prot_UOM45360.1_3572	K01669
lcl|CP094940.1_prot_UOM45363.1_3575	K01546
lcl|CP094940.1_prot_UOM45364.1_3576	K01547
lcl|CP094940.1_prot_UOM45365.1_3577	K01548
lcl|CP094940.1_prot_UOM45366.1_3578	K07646
lcl|CP094940.1_prot_UOM45367.1_3579	K07667
lcl|CP094940.1_prot_UOM45369.1_3581	K01835
lcl|CP094940.1_prot_UOM45370.1_3582	K03645
lcl|CP094940.1_prot_UOM45371.1_3583	K01175
lcl|CP094940.1_prot_UOM45373.1_3585	K03839
lcl|CP094940.1_prot_UOM45374.1_3586	K03711
lcl|CP094940.1_prot_MUB43_18255_3587	K03288
lcl|CP094940.1_prot_UOM45377.1_3591	K01886
lcl|CP094940.1_prot_UOM45378.1_3592	K02802
lcl|CP094940.1_prot_UOM45378.1_3592	K02803
lcl|CP094940.1_prot_UOM45378.1_3592	K02804
lcl|CP094940.1_prot_UOM45379.1_3593	K02564
lcl|CP094940.1_prot_UOM45380.1_3594	K01443
lcl|CP094940.1_prot_UOM45381.1_3595	K00845
lcl|CP094940.1_prot_UOM45381.1_3595	K02565
lcl|CP094940.1_prot_UOM45382.1_3596	K01101
lcl|CP094940.1_prot_UOM45382.1_3596	K02566
lcl|CP094940.1_prot_UOM45383.1_3597	K01953
lcl|CP094940.1_prot_UOM45384.1_3598	K03184
lcl|CP094940.1_prot_UOM45385.1_3599	K06168
lcl|CP094940.1_prot_UOM45386.1_3600	K06217
lcl|CP094940.1_prot_UOM45387.1_3601	K07042
lcl|CP094940.1_prot_UOM49256.1_3602	K06189
lcl|CP094940.1_prot_UOM45388.1_3603	K03820
lcl|CP094940.1_prot_UOM45389.1_3604	K10001
lcl|CP094940.1_prot_UOM45390.1_3605	K02029
lcl|CP094940.1_prot_UOM45390.1_3605	K10003
lcl|CP094940.1_prot_UOM45391.1_3606	K10002
lcl|CP094940.1_prot_UOM45392.1_3607	K02028
lcl|CP094940.1_prot_UOM45392.1_3607	K02029
lcl|CP094940.1_prot_UOM45392.1_3607	K10004
lcl|CP094940.1_prot_UOM45392.1_3607	K10010
lcl|CP094940.1_prot_UOM45392.1_3607	K10038
lcl|CP094940.1_prot_UOM45395.1_3611	K01869
lcl|CP094940.1_prot_UOM45396.1_3612	K03643
lcl|CP094940.1_prot_UOM49258.1_3613	K02340
lcl|CP094940.1_prot_UOM45397.1_3614	K00969
lcl|CP094940.1_prot_UOM45397.1_3614	K01488
lcl|CP094940.1_prot_UOM45398.1_3615	K02226
lcl|CP094940.1_prot_UOM45398.1_3615	K22306
lcl|CP094940.1_prot_UOM45399.1_3616	K09710
lcl|CP094940.1_prot_UOM45400.1_3617	K00783
lcl|CP094940.1_prot_UOM45401.1_3618	K05515
lcl|CP094940.1_prot_UOM45402.1_3619	K05837
lcl|CP094940.1_prot_UOM45403.1_3620	K03642
lcl|CP094940.1_prot_UOM45404.1_3621	K07258
lcl|CP094940.1_prot_UOM45405.1_3622	K09158
lcl|CP094940.1_prot_UOM45406.1_3623	K03801
lcl|CP094940.1_prot_UOM45407.1_3625	K03644
lcl|CP094940.1_prot_UOM45408.1_3626	K03425
lcl|CP094940.1_prot_UOM45409.1_3627	K11206
lcl|CP094940.1_prot_UOM45410.1_3628	K06199
lcl|CP094940.1_prot_UOM45411.1_3629	K03704
lcl|CP094940.1_prot_UOM45412.1_3630	K12973
lcl|CP094940.1_prot_UOM45413.1_3631	K03326
lcl|CP094940.1_prot_UOM45414.1_3632	K01166
lcl|CP094940.1_prot_UOM45414.1_3632	K01169
lcl|CP094940.1_prot_UOM45415.1_3633	K06140
lcl|CP094940.1_prot_UOM45416.1_3634	K11932
lcl|CP094940.1_prot_UOM45417.1_3635	K03387
lcl|CP094940.1_prot_UOM45418.1_3636	K03386
lcl|CP094940.1_prot_UOM45419.1_3637	K03805
lcl|CP094940.1_prot_UOM49260.1_3641	K14287
lcl|CP094940.1_prot_UOM45423.1_3642	K09880
lcl|CP094940.1_prot_UOM45424.1_3643	K08967
lcl|CP094940.1_prot_UOM45425.1_3644	K07306
lcl|CP094940.1_prot_UOM45425.1_3644	K07309
lcl|CP094940.1_prot_UOM45425.1_3644	K08351
lcl|CP094940.1_prot_UOM45426.1_3645	K10439
lcl|CP094940.1_prot_MUB43_18585_3646	K10441
lcl|CP094940.1_prot_UOM45427.1_3647	K10440
lcl|CP094940.1_prot_UOM45428.1_3648	K10440
lcl|CP094940.1_prot_UOM45430.1_3650	K00058
lcl|CP094940.1_prot_UOM45430.1_3650	K16843
lcl|CP094940.1_prot_UOM45431.1_3651	K00854
lcl|CP094940.1_prot_UOM45431.1_3651	K00862
lcl|CP094940.1_prot_UOM45432.1_3652	K08964
lcl|CP094940.1_prot_UOM45432.1_3652	K22130
lcl|CP094940.1_prot_UOM45433.1_3653	K10974
lcl|CP094940.1_prot_UOM45435.1_3655	K01485
lcl|CP094940.1_prot_UOM45436.1_3657	K01092
lcl|CP094940.1_prot_UOM45437.1_3658	K07783
lcl|CP094940.1_prot_UOM45438.1_3659	K01093
lcl|CP094940.1_prot_UOM45439.1_3660	K08963
lcl|CP094940.1_prot_UOM45440.1_3661	K00899
lcl|CP094940.1_prot_UOM45442.1_3663	K02058
lcl|CP094940.1_prot_UOM45443.1_3664	K02057
lcl|CP094940.1_prot_UOM45444.1_3665	K02056
lcl|CP094940.1_prot_UOM45445.1_3666	K08317
lcl|CP094940.1_prot_UOM45447.1_3668	K06218
lcl|CP094940.1_prot_UOM45450.1_3671	K06200
lcl|CP094940.1_prot_UOM45451.1_3672	K02614
lcl|CP094940.1_prot_UOM49262.1_3673	K00216
lcl|CP094940.1_prot_UOM45452.1_3674	K01252
lcl|CP094940.1_prot_UOM45453.1_3675	K02363
lcl|CP094940.1_prot_UOM45453.1_3675	K12238
lcl|CP094940.1_prot_UOM45454.1_3676	K01851
lcl|CP094940.1_prot_UOM45454.1_3676	K02361
lcl|CP094940.1_prot_UOM45455.1_3677	K02016
lcl|CP094940.1_prot_UOM45456.1_3678	K08225
lcl|CP094940.1_prot_UOM45457.1_3679	K02015
lcl|CP094940.1_prot_UOM45458.1_3680	K02015
lcl|CP094940.1_prot_UOM45459.1_3681	K02013
lcl|CP094940.1_prot_UOM45460.1_3682	K02364
lcl|CP094940.1_prot_UOM45461.1_3683	K05375
lcl|CP094940.1_prot_UOM45461.1_3683	K07214
lcl|CP094940.1_prot_UOM45462.1_3684	K07214
lcl|CP094940.1_prot_UOM45463.1_3685	K16089
lcl|CP094940.1_prot_UOM45463.1_3685	K19611
lcl|CP094940.1_prot_UOM45464.1_3686	K02362
lcl|CP094940.1_prot_UOM45465.1_3687	K00615
lcl|CP094940.1_prot_UOM45466.1_3688	K00615
lcl|CP094940.1_prot_UOM45468.1_3690	K00864
lcl|CP094940.1_prot_UOM45469.1_3691	K17202
lcl|CP094940.1_prot_UOM45471.1_3693	K02056
lcl|CP094940.1_prot_UOM45471.1_3693	K10441
lcl|CP094940.1_prot_UOM45471.1_3693	K10542
lcl|CP094940.1_prot_UOM45471.1_3693	K10545
lcl|CP094940.1_prot_UOM45471.1_3693	K10562
lcl|CP094940.1_prot_UOM45471.1_3693	K17204
lcl|CP094940.1_prot_UOM45471.1_3693	K17215
lcl|CP094940.1_prot_UOM45472.1_3694	K17203
lcl|CP094940.1_prot_UOM45473.1_3695	K03366
lcl|CP094940.1_prot_UOM45476.1_3698	K03566
lcl|CP094940.1_prot_UOM49263.1_3699	K16053
lcl|CP094940.1_prot_MUB43_18855_3700	K16053
lcl|CP094940.1_prot_UOM45478.1_3702	K02168
lcl|CP094940.1_prot_UOM45479.1_3703	K02167
lcl|CP094940.1_prot_UOM45480.1_3704	K00130
lcl|CP094940.1_prot_UOM45481.1_3705	K00108
lcl|CP094940.1_prot_UOM45483.1_3707	K02035
lcl|CP094940.1_prot_UOM45484.1_3708	K02033
lcl|CP094940.1_prot_UOM45485.1_3709	K02034
lcl|CP094940.1_prot_UOM45486.1_3710	K02031
lcl|CP094940.1_prot_UOM45487.1_3711	K02032
lcl|CP094940.1_prot_UOM45489.1_3714	K06221
lcl|CP094940.1_prot_UOM45492.1_3717	K15372
lcl|CP094940.1_prot_UOM45493.1_3718	K05886
lcl|CP094940.1_prot_UOM45493.1_3718	K15373
lcl|CP094940.1_prot_UOM45493.1_3718	K16066
lcl|CP094940.1_prot_UOM45494.1_3719	K02028
lcl|CP094940.1_prot_UOM45495.1_3720	K02029
lcl|CP094940.1_prot_UOM45496.1_3721	K02029
lcl|CP094940.1_prot_UOM45497.1_3722	K02030
lcl|CP094940.1_prot_UOM45498.1_3723	K00375
lcl|CP094940.1_prot_UOM45498.1_3723	K05825
lcl|CP094940.1_prot_UOM45500.1_3726	K06048
lcl|CP094940.1_prot_UOM45502.1_3728	K03296
lcl|CP094940.1_prot_UOM45504.1_3730	K01537
lcl|CP094940.1_prot_UOM45506.1_3732	K18325
